trial_id,company,drug_class,trial_phase,country_code,aci,patient_count,base_fee_eur,date
44340,BioPharm_Corp,Immunology,Phase_IV,CA,C,270,120.81,2023-01-27
44341,CurePath_AB,Rare_Disease,Phase_II,AU,B,13,299.59,2022-11-28
44342,GlobalClin_KK,Cardiology,Phase_IV,BR,C,418,111.13,2024-11-03
44343,NovaTrial_Ltd,Oncology,Phase_IV,FR,D,217,264.77,2024-12-28
44344,ClinPath_AG,Neurology,Phase_II,BR,C,321,95.83,2023-11-03
44345,PharmaScope_BV,Cardiology,Phase_III,DE,E,120,472.6,2022-02-21
44346,PharmaScope_BV,Rare_Disease,Phase_II,ES,C,67,257.95,2024-09-20
44347,BioAxis_Pty,Immunology,Phase_II,AU,E,148,88.26,2023-06-07
44348,MedResearch_Inc,Oncology,Phase_II,DE,B,151,193.8,2022-01-31
44349,TrialBridge_SA,Immunology,Phase_I,BR,D,425,462.45,2024-05-28
44350,BioAxis_Pty,Immunology,Phase_II,NL,B,381,271.57,2022-02-06
44351,NovaTrial_Ltd,Cardiology,Phase_IV,US,C,420,489.18,2023-02-12
44352,PharmaScope_BV,Rare_Disease,Phase_I,BR,A,191,152.22,2022-03-23
44353,ClinPath_AG,Immunology,Phase_I,ES,D,473,84.02,2023-04-24
44354,BioAxis_Pty,Immunology,Phase_III,NL,D,380,188.31,2024-05-31
44355,NovaTrial_Ltd,Cardiology,Phase_III,AU,C,150,364.59,2022-05-22
44356,MedResearch_Inc,Rare_Disease,Phase_III,FR,E,51,66.8,2022-06-01
44357,GlobalClin_KK,Immunology,Phase_II,US,A,359,390.03,2024-11-14
44358,TrialBridge_SA,Immunology,Phase_IV,JP,B,311,488.33,2022-07-13
44359,BioPharm_Corp,Rare_Disease,Phase_I,IT,B,303,202.39,2022-05-04
44360,TriPharm_LLC,Rare_Disease,Phase_III,DE,E,445,136.41,2023-10-04
44361,BioPharm_Corp,Immunology,Phase_IV,US,B,362,171.43,2022-10-31
44362,PharmaScope_BV,Rare_Disease,Phase_I,AU,D,82,210.82,2024-11-15
44363,BioPharm_Corp,Cardiology,Phase_IV,CA,B,432,83.54,2022-06-29
44364,TrialBridge_SA,Immunology,Phase_IV,ES,B,243,210.32,2023-09-14
44365,MedResearch_Inc,Neurology,Phase_II,BR,E,55,452.89,2024-10-06
44366,GlobalClin_KK,Immunology,Phase_II,AU,E,141,495.32,2024-03-13
44367,GlobalClin_KK,Rare_Disease,Phase_II,NL,A,485,74.07,2022-02-01
44368,TriPharm_LLC,Rare_Disease,Phase_III,IT,C,31,299.5,2022-07-25
44369,BioPharm_Corp,Oncology,Phase_IV,FR,B,17,266.27,2022-05-18
44370,GlobalClin_KK,Immunology,Phase_I,IT,C,445,460.8,2024-09-28
44371,MedResearch_Inc,Rare_Disease,Phase_III,DE,E,291,125.41,2022-08-10
44372,GlobalClin_KK,Neurology,Phase_II,US,C,248,401.1,2022-03-03
44373,TriPharm_LLC,Immunology,Phase_I,AU,A,351,293.83,2023-02-24
44374,CurePath_AB,Immunology,Phase_III,IT,E,415,70.11,2022-11-06
44375,TriPharm_LLC,Rare_Disease,Phase_II,ES,A,199,340.31,2022-06-29
44376,TriPharm_LLC,Oncology,Phase_III,DE,B,26,150.81,2023-05-13
44377,BioAxis_Pty,Rare_Disease,Phase_III,DE,C,316,315.31,2024-09-13
44378,CurePath_AB,Rare_Disease,Phase_II,AU,C,230,104.65,2022-09-05
44379,GlobalClin_KK,Oncology,Phase_II,AU,D,353,77.57,2024-12-11
44380,NovaTrial_Ltd,Neurology,Phase_III,JP,C,361,244.48,2023-12-29
44381,CurePath_AB,Immunology,Phase_I,CA,A,174,68.33,2023-02-23
44382,GlobalClin_KK,Oncology,Phase_I,NL,E,116,300.43,2024-01-14
44383,CurePath_AB,Oncology,Phase_I,IT,C,55,347.02,2023-01-17
44384,MedResearch_Inc,Cardiology,Phase_III,IT,A,113,241.33,2022-08-21
44385,TrialBridge_SA,Rare_Disease,Phase_III,IT,D,199,494.91,2022-09-15
44386,PharmaScope_BV,Neurology,Phase_IV,AU,D,122,175.09,2022-01-10
44387,BioPharm_Corp,Rare_Disease,Phase_IV,US,B,46,452.42,2023-12-12
44388,GlobalClin_KK,Rare_Disease,Phase_III,BR,D,110,424.4,2022-03-23
44389,MedResearch_Inc,Immunology,Phase_III,BR,B,336,101.82,2022-08-06
44390,NovaTrial_Ltd,Immunology,Phase_II,ES,A,436,120.24,2022-01-01
44391,ClinPath_AG,Immunology,Phase_IV,CA,D,174,340.28,2022-03-13
44392,GlobalClin_KK,Oncology,Phase_II,JP,D,480,251.23,2024-09-19
44393,BioAxis_Pty,Cardiology,Phase_IV,AU,D,192,141.82,2022-01-27
44394,ClinPath_AG,Oncology,Phase_I,CA,D,480,238.7,2023-11-13
44395,MedResearch_Inc,Oncology,Phase_II,AU,B,90,109.78,2022-12-26
44396,CurePath_AB,Neurology,Phase_II,FR,D,106,241.18,2022-06-01
44397,PharmaScope_BV,Rare_Disease,Phase_II,ES,E,225,207.09,2022-11-25
44398,MedResearch_Inc,Rare_Disease,Phase_IV,NL,B,151,104.61,2022-04-12
44399,CurePath_AB,Cardiology,Phase_II,IT,D,56,149.39,2022-12-09
44400,BioPharm_Corp,Cardiology,Phase_IV,BR,D,210,320.53,2024-06-15
44401,GlobalClin_KK,Rare_Disease,Phase_II,FR,E,179,165.98,2023-11-11
44402,TrialBridge_SA,Rare_Disease,Phase_I,IT,A,101,236.05,2024-06-07
44403,MedResearch_Inc,Neurology,Phase_IV,AU,C,350,303.27,2024-02-03
44404,BioAxis_Pty,Oncology,Phase_III,NL,B,136,362.59,2024-10-13
44405,ClinPath_AG,Cardiology,Phase_III,AU,C,480,239.48,2022-04-29
44406,GlobalClin_KK,Neurology,Phase_III,US,C,211,282.02,2022-06-24
44407,ClinPath_AG,Immunology,Phase_II,CA,B,469,277.54,2023-03-27
44408,BioAxis_Pty,Rare_Disease,Phase_IV,NL,C,387,441.53,2023-07-27
44409,PharmaScope_BV,Immunology,Phase_IV,US,E,189,63.54,2024-05-09
44410,CurePath_AB,Neurology,Phase_II,CA,B,178,150.39,2022-05-14
44411,TrialBridge_SA,Neurology,Phase_III,DE,E,281,292.41,2022-05-02
44412,BioPharm_Corp,Neurology,Phase_I,BR,E,279,282.2,2024-05-22
44413,GlobalClin_KK,Immunology,Phase_II,NL,A,380,382.29,2023-08-26
44414,BioPharm_Corp,Cardiology,Phase_I,JP,E,377,407.9,2023-03-29
44415,BioAxis_Pty,Oncology,Phase_II,BR,E,257,363.57,2022-09-01
44416,ClinPath_AG,Rare_Disease,Phase_IV,JP,D,417,497.07,2024-02-02
44417,TriPharm_LLC,Immunology,Phase_II,CA,D,390,243.07,2024-05-29
44418,ClinPath_AG,Rare_Disease,Phase_III,ES,D,401,363.26,2022-02-03
44419,PharmaScope_BV,Immunology,Phase_IV,FR,C,27,339.0,2022-03-01
44420,TrialBridge_SA,Neurology,Phase_IV,US,C,143,121.82,2024-05-02
44421,NovaTrial_Ltd,Rare_Disease,Phase_II,CA,E,89,273.38,2024-08-26
44422,ClinPath_AG,Rare_Disease,Phase_I,AU,C,315,418.96,2022-09-09
44423,TriPharm_LLC,Immunology,Phase_IV,FR,A,243,60.49,2024-02-13
44424,MedResearch_Inc,Oncology,Phase_IV,US,C,73,436.48,2024-07-12
44425,BioAxis_Pty,Rare_Disease,Phase_IV,IT,C,44,125.77,2022-05-05
44426,PharmaScope_BV,Immunology,Phase_I,FR,C,82,269.79,2022-07-23
44427,ClinPath_AG,Cardiology,Phase_I,US,D,359,306.04,2022-05-23
44428,GlobalClin_KK,Cardiology,Phase_III,US,D,51,240.63,2024-05-15
44429,NovaTrial_Ltd,Oncology,Phase_III,FR,A,31,342.3,2024-04-25
44430,TriPharm_LLC,Oncology,Phase_III,DE,C,493,70.4,2022-05-27
44431,GlobalClin_KK,Cardiology,Phase_I,CA,A,392,313.66,2022-07-11
44432,GlobalClin_KK,Immunology,Phase_I,ES,D,120,239.6,2023-12-29
44433,BioPharm_Corp,Immunology,Phase_II,FR,A,24,211.11,2024-09-10
44434,ClinPath_AG,Neurology,Phase_III,BR,D,425,392.3,2024-05-04
44435,MedResearch_Inc,Neurology,Phase_I,ES,B,344,375.32,2022-07-03
44436,MedResearch_Inc,Neurology,Phase_II,IT,E,299,68.64,2023-02-28
44437,NovaTrial_Ltd,Immunology,Phase_III,CA,E,106,74.8,2022-03-14
44438,BioPharm_Corp,Immunology,Phase_IV,BR,B,439,73.53,2022-09-25
44439,TrialBridge_SA,Rare_Disease,Phase_III,DE,B,389,99.29,2023-09-10
44440,PharmaScope_BV,Neurology,Phase_III,IT,E,439,182.64,2023-01-13
44441,ClinPath_AG,Immunology,Phase_II,US,E,223,323.89,2023-10-27
44442,TrialBridge_SA,Cardiology,Phase_I,ES,C,54,196.22,2022-11-22
44443,TriPharm_LLC,Rare_Disease,Phase_III,AU,E,158,215.21,2023-09-10
44444,TriPharm_LLC,Immunology,Phase_III,US,E,301,487.59,2023-11-25
44445,CurePath_AB,Oncology,Phase_I,IT,B,221,485.47,2022-08-02
44446,ClinPath_AG,Immunology,Phase_IV,JP,B,475,460.09,2022-02-18
44447,NovaTrial_Ltd,Oncology,Phase_II,CA,D,253,395.44,2023-01-06
44448,ClinPath_AG,Neurology,Phase_IV,CA,A,176,351.39,2022-02-15
44449,MedResearch_Inc,Rare_Disease,Phase_II,FR,E,206,402.22,2022-06-24
44450,BioPharm_Corp,Immunology,Phase_III,NL,B,247,400.17,2022-11-12
44451,MedResearch_Inc,Oncology,Phase_I,ES,D,236,269.15,2023-01-06
44452,TrialBridge_SA,Neurology,Phase_IV,FR,E,13,442.46,2022-10-31
44453,ClinPath_AG,Rare_Disease,Phase_IV,DE,C,386,471.28,2022-02-28
44454,TriPharm_LLC,Immunology,Phase_III,IT,C,63,298.47,2022-07-14
44455,CurePath_AB,Rare_Disease,Phase_II,DE,A,486,381.45,2024-08-25
44456,MedResearch_Inc,Cardiology,Phase_I,JP,D,440,389.86,2024-02-25
44457,PharmaScope_BV,Neurology,Phase_III,ES,B,239,293.13,2023-05-02
44458,PharmaScope_BV,Rare_Disease,Phase_II,FR,D,107,252.32,2022-01-27
44459,MedResearch_Inc,Immunology,Phase_III,JP,C,325,482.3,2023-01-28
44460,BioPharm_Corp,Immunology,Phase_I,DE,A,31,443.56,2024-10-09
44461,MedResearch_Inc,Cardiology,Phase_II,JP,E,373,374.76,2024-06-06
44462,TrialBridge_SA,Immunology,Phase_II,CA,E,285,126.42,2024-04-10
44463,ClinPath_AG,Cardiology,Phase_III,IT,E,181,95.8,2022-09-30
44464,ClinPath_AG,Rare_Disease,Phase_II,IT,C,344,236.36,2023-03-18
44465,TrialBridge_SA,Neurology,Phase_II,FR,B,459,392.04,2022-02-01
44466,BioPharm_Corp,Neurology,Phase_III,JP,E,162,93.14,2024-07-30
44467,BioAxis_Pty,Oncology,Phase_I,US,D,296,70.45,2022-05-04
44468,GlobalClin_KK,Rare_Disease,Phase_I,DE,B,258,255.69,2023-11-09
44469,TriPharm_LLC,Oncology,Phase_III,JP,B,498,375.75,2022-11-06
44470,NovaTrial_Ltd,Cardiology,Phase_I,AU,A,133,439.69,2023-09-17
44471,BioAxis_Pty,Cardiology,Phase_I,AU,B,252,276.14,2024-06-25
44472,NovaTrial_Ltd,Rare_Disease,Phase_IV,BR,D,69,362.15,2022-12-10
44473,BioAxis_Pty,Immunology,Phase_I,CA,B,58,375.07,2022-01-19
44474,ClinPath_AG,Neurology,Phase_IV,FR,D,358,146.01,2023-12-28
44475,CurePath_AB,Immunology,Phase_II,ES,A,308,431.07,2023-08-07
44476,NovaTrial_Ltd,Neurology,Phase_II,FR,B,360,56.6,2022-06-03
44477,CurePath_AB,Neurology,Phase_III,NL,A,356,86.78,2022-02-23
44478,GlobalClin_KK,Rare_Disease,Phase_I,US,D,390,322.74,2023-07-30
44479,BioPharm_Corp,Neurology,Phase_II,CA,C,396,371.31,2023-11-04
44480,ClinPath_AG,Rare_Disease,Phase_II,FR,A,138,112.38,2022-05-08
44481,PharmaScope_BV,Oncology,Phase_I,ES,B,264,157.52,2023-10-19
44482,GlobalClin_KK,Oncology,Phase_II,NL,C,426,378.87,2023-05-03
44483,BioAxis_Pty,Neurology,Phase_II,AU,B,132,443.34,2022-05-31
44484,TrialBridge_SA,Oncology,Phase_III,AU,A,247,120.61,2023-11-07
44485,GlobalClin_KK,Cardiology,Phase_II,JP,B,481,226.38,2023-12-09
44486,MedResearch_Inc,Immunology,Phase_II,CA,A,403,147.25,2022-06-20
44487,MedResearch_Inc,Cardiology,Phase_I,ES,A,483,105.61,2024-01-09
44488,NovaTrial_Ltd,Cardiology,Phase_III,BR,B,212,405.74,2022-09-01
44489,GlobalClin_KK,Oncology,Phase_IV,ES,E,186,489.37,2023-10-17
44490,GlobalClin_KK,Oncology,Phase_IV,AU,C,480,279.83,2024-06-10
44491,TriPharm_LLC,Rare_Disease,Phase_IV,ES,D,202,191.0,2024-10-24
44492,TrialBridge_SA,Cardiology,Phase_II,ES,D,65,123.26,2022-10-08
44493,GlobalClin_KK,Oncology,Phase_IV,FR,E,16,166.87,2023-01-07
44494,BioAxis_Pty,Cardiology,Phase_I,BR,C,319,178.31,2022-04-15
44495,CurePath_AB,Cardiology,Phase_II,NL,D,147,187.4,2024-11-28
44496,TrialBridge_SA,Immunology,Phase_IV,IT,B,468,168.62,2022-12-29
44497,BioAxis_Pty,Cardiology,Phase_III,AU,E,167,113.26,2024-05-29
44498,CurePath_AB,Oncology,Phase_III,US,D,309,204.56,2024-10-21
44499,TrialBridge_SA,Rare_Disease,Phase_IV,CA,A,44,90.33,2023-06-06
44500,TrialBridge_SA,Neurology,Phase_I,ES,E,300,322.05,2024-01-31
44501,GlobalClin_KK,Cardiology,Phase_IV,CA,E,28,397.32,2023-06-02
44502,CurePath_AB,Oncology,Phase_IV,US,E,29,88.39,2023-09-23
44503,TrialBridge_SA,Cardiology,Phase_III,ES,C,229,266.4,2022-10-01
44504,TrialBridge_SA,Immunology,Phase_I,US,B,453,465.09,2024-07-10
44505,ClinPath_AG,Rare_Disease,Phase_IV,BR,E,423,256.14,2022-05-15
44506,TriPharm_LLC,Rare_Disease,Phase_III,NL,D,112,326.21,2023-12-25
44507,BioPharm_Corp,Immunology,Phase_III,US,E,445,76.72,2024-10-05
44508,CurePath_AB,Cardiology,Phase_II,US,E,71,372.21,2024-06-08
44509,MedResearch_Inc,Cardiology,Phase_I,AU,E,181,175.41,2024-04-11
44510,ClinPath_AG,Rare_Disease,Phase_IV,CA,D,142,283.01,2023-12-22
44511,ClinPath_AG,Cardiology,Phase_IV,CA,E,359,204.43,2024-11-02
44512,BioAxis_Pty,Rare_Disease,Phase_III,US,A,440,385.76,2024-08-05
44513,ClinPath_AG,Rare_Disease,Phase_II,IT,A,186,281.53,2022-10-29
44514,NovaTrial_Ltd,Cardiology,Phase_II,AU,D,86,192.83,2023-11-15
44515,PharmaScope_BV,Neurology,Phase_II,ES,A,376,399.18,2023-04-15
44516,TriPharm_LLC,Cardiology,Phase_II,AU,A,97,85.23,2022-10-18
44517,CurePath_AB,Immunology,Phase_II,NL,A,165,413.79,2024-06-15
44518,MedResearch_Inc,Cardiology,Phase_II,IT,E,33,169.26,2022-02-15
44519,GlobalClin_KK,Cardiology,Phase_I,DE,B,90,411.89,2022-05-21
44520,PharmaScope_BV,Rare_Disease,Phase_IV,CA,C,29,394.63,2022-04-26
44521,MedResearch_Inc,Neurology,Phase_II,CA,C,26,95.51,2022-08-10
44522,BioPharm_Corp,Neurology,Phase_II,BR,E,96,84.58,2023-07-16
44523,NovaTrial_Ltd,Oncology,Phase_IV,FR,A,466,150.05,2024-10-29
44524,CurePath_AB,Neurology,Phase_III,CA,D,440,434.0,2024-12-01
44525,TriPharm_LLC,Oncology,Phase_II,ES,B,275,111.8,2024-09-13
44526,TriPharm_LLC,Oncology,Phase_I,IT,B,19,214.53,2024-04-12
44527,TriPharm_LLC,Oncology,Phase_II,ES,B,118,62.78,2023-05-20
44528,PharmaScope_BV,Cardiology,Phase_I,CA,D,143,481.15,2024-04-29
44529,BioPharm_Corp,Rare_Disease,Phase_III,US,C,480,457.22,2022-10-21
44530,NovaTrial_Ltd,Rare_Disease,Phase_I,IT,D,262,226.95,2023-12-29
44531,BioAxis_Pty,Neurology,Phase_I,IT,A,391,219.34,2022-01-10
44532,GlobalClin_KK,Rare_Disease,Phase_I,ES,D,106,499.52,2024-09-17
44533,TriPharm_LLC,Neurology,Phase_III,AU,A,299,371.78,2024-11-30
44534,ClinPath_AG,Cardiology,Phase_II,JP,E,309,432.4,2024-03-17
44535,MedResearch_Inc,Immunology,Phase_IV,BR,D,317,231.74,2022-07-11
44536,TriPharm_LLC,Immunology,Phase_II,DE,C,19,173.01,2022-10-11
44537,TriPharm_LLC,Neurology,Phase_I,CA,A,291,364.84,2024-03-21
44538,MedResearch_Inc,Immunology,Phase_III,FR,E,232,413.84,2023-07-02
44539,TriPharm_LLC,Immunology,Phase_III,DE,C,128,113.22,2023-08-24
44540,TrialBridge_SA,Neurology,Phase_III,US,C,121,137.77,2023-03-20
44541,TriPharm_LLC,Rare_Disease,Phase_II,JP,B,496,467.85,2024-07-04
44542,BioPharm_Corp,Immunology,Phase_II,IT,A,476,475.39,2022-07-01
44543,TrialBridge_SA,Oncology,Phase_III,ES,B,217,473.09,2023-04-30
44544,TriPharm_LLC,Rare_Disease,Phase_II,FR,D,350,200.68,2022-09-01
44545,TriPharm_LLC,Rare_Disease,Phase_II,ES,D,154,224.78,2024-01-29
44546,TrialBridge_SA,Immunology,Phase_II,BR,A,312,58.42,2022-11-09
44547,BioPharm_Corp,Neurology,Phase_II,IT,E,193,453.44,2022-11-25
44548,TriPharm_LLC,Neurology,Phase_II,BR,C,157,80.17,2022-07-10
44549,NovaTrial_Ltd,Oncology,Phase_I,BR,C,121,372.38,2024-08-04
44550,MedResearch_Inc,Immunology,Phase_III,ES,B,185,75.14,2022-08-27
44551,CurePath_AB,Neurology,Phase_III,ES,E,220,478.72,2024-08-10
44552,TrialBridge_SA,Rare_Disease,Phase_III,CA,C,410,270.84,2024-10-01
44553,ClinPath_AG,Neurology,Phase_III,FR,D,271,436.33,2024-11-22
44554,BioPharm_Corp,Immunology,Phase_III,AU,E,23,172.22,2023-01-12
44555,NovaTrial_Ltd,Neurology,Phase_III,ES,B,76,430.72,2023-12-19
44556,BioAxis_Pty,Rare_Disease,Phase_II,NL,E,239,416.1,2024-06-25
44557,BioAxis_Pty,Rare_Disease,Phase_I,NL,E,446,135.25,2022-03-27
44558,NovaTrial_Ltd,Rare_Disease,Phase_III,NL,B,306,316.37,2022-03-12
44559,TriPharm_LLC,Cardiology,Phase_I,US,D,488,429.17,2022-08-15
44560,PharmaScope_BV,Oncology,Phase_IV,JP,B,460,156.37,2024-12-12
44561,GlobalClin_KK,Neurology,Phase_IV,CA,C,211,131.14,2022-04-09
44562,GlobalClin_KK,Immunology,Phase_III,ES,C,62,296.19,2024-04-18
44563,NovaTrial_Ltd,Immunology,Phase_III,AU,C,151,55.09,2024-07-08
44564,BioPharm_Corp,Oncology,Phase_I,ES,B,214,372.71,2024-09-20
44565,GlobalClin_KK,Rare_Disease,Phase_II,BR,B,185,160.09,2023-08-03
44566,BioAxis_Pty,Rare_Disease,Phase_III,CA,D,468,498.76,2023-07-31
44567,TriPharm_LLC,Rare_Disease,Phase_I,BR,C,80,377.27,2024-03-24
44568,CurePath_AB,Oncology,Phase_IV,AU,B,74,445.23,2023-11-27
44569,TrialBridge_SA,Neurology,Phase_IV,AU,A,347,158.33,2024-05-12
44570,TrialBridge_SA,Cardiology,Phase_III,DE,B,237,64.71,2023-01-31
44571,PharmaScope_BV,Immunology,Phase_IV,IT,D,39,86.91,2024-10-20
44572,GlobalClin_KK,Cardiology,Phase_I,ES,B,303,282.68,2023-04-19
44573,TriPharm_LLC,Rare_Disease,Phase_III,ES,E,467,141.93,2022-09-29
44574,BioPharm_Corp,Rare_Disease,Phase_IV,AU,D,96,169.47,2024-04-02
44575,PharmaScope_BV,Rare_Disease,Phase_I,AU,C,218,319.49,2023-11-12
44576,PharmaScope_BV,Rare_Disease,Phase_II,CA,B,366,109.97,2022-02-24
44577,MedResearch_Inc,Neurology,Phase_II,JP,D,442,458.81,2022-07-02
44578,CurePath_AB,Neurology,Phase_II,BR,A,69,365.97,2022-02-10
44579,TrialBridge_SA,Neurology,Phase_II,AU,C,77,108.22,2023-09-24
44580,BioPharm_Corp,Neurology,Phase_IV,US,E,289,137.6,2024-08-16
44581,GlobalClin_KK,Neurology,Phase_I,ES,C,342,279.37,2022-12-20
44582,TriPharm_LLC,Neurology,Phase_I,CA,A,258,313.86,2022-05-01
44583,NovaTrial_Ltd,Cardiology,Phase_II,ES,A,262,168.81,2024-07-22
44584,PharmaScope_BV,Immunology,Phase_II,NL,C,337,495.2,2024-03-01
44585,ClinPath_AG,Cardiology,Phase_IV,BR,D,317,286.43,2023-08-21
44586,BioPharm_Corp,Oncology,Phase_IV,FR,B,428,444.84,2022-08-07
44587,PharmaScope_BV,Rare_Disease,Phase_II,ES,D,453,333.92,2024-01-07
44588,MedResearch_Inc,Cardiology,Phase_IV,DE,C,45,471.24,2023-02-06
44589,TriPharm_LLC,Neurology,Phase_III,AU,A,71,147.87,2022-09-26
44590,TrialBridge_SA,Immunology,Phase_I,AU,D,368,468.59,2022-11-18
44591,GlobalClin_KK,Oncology,Phase_I,US,C,419,312.13,2022-03-09
44592,TriPharm_LLC,Cardiology,Phase_IV,JP,A,201,201.97,2023-06-22
44593,TrialBridge_SA,Neurology,Phase_I,IT,B,434,75.21,2024-04-05
44594,BioAxis_Pty,Immunology,Phase_I,IT,C,222,350.66,2024-06-25
44595,TrialBridge_SA,Rare_Disease,Phase_III,AU,D,320,326.62,2024-03-04
44596,TrialBridge_SA,Rare_Disease,Phase_III,CA,C,23,52.19,2024-08-17
44597,ClinPath_AG,Rare_Disease,Phase_II,FR,B,454,223.32,2024-11-22
44598,TriPharm_LLC,Immunology,Phase_III,AU,C,223,424.29,2022-09-01
44599,MedResearch_Inc,Immunology,Phase_I,FR,E,202,303.8,2023-04-21
44600,ClinPath_AG,Neurology,Phase_II,CA,D,184,141.88,2023-01-06
44601,MedResearch_Inc,Cardiology,Phase_II,DE,A,421,488.32,2024-01-21
44602,MedResearch_Inc,Cardiology,Phase_IV,DE,E,239,435.44,2024-07-06
44603,MedResearch_Inc,Immunology,Phase_I,AU,A,275,461.76,2024-09-02
44604,BioAxis_Pty,Neurology,Phase_III,NL,E,299,115.95,2022-04-09
44605,BioAxis_Pty,Rare_Disease,Phase_I,DE,C,12,397.83,2023-07-19
44606,TrialBridge_SA,Oncology,Phase_I,DE,C,222,336.24,2022-05-09
44607,ClinPath_AG,Neurology,Phase_II,NL,B,323,369.38,2022-12-28
44608,ClinPath_AG,Oncology,Phase_I,CA,C,320,66.23,2023-06-10
44609,GlobalClin_KK,Neurology,Phase_III,ES,D,148,250.78,2023-11-11
44610,BioAxis_Pty,Rare_Disease,Phase_III,BR,D,53,200.06,2024-05-15
44611,PharmaScope_BV,Cardiology,Phase_IV,DE,C,85,158.51,2024-12-26
44612,ClinPath_AG,Rare_Disease,Phase_II,IT,E,39,223.48,2023-01-04
44613,PharmaScope_BV,Rare_Disease,Phase_III,FR,C,36,272.03,2023-09-06
44614,TrialBridge_SA,Immunology,Phase_III,US,B,133,396.29,2022-03-18
44615,BioPharm_Corp,Rare_Disease,Phase_IV,DE,C,405,305.66,2022-05-03
44616,CurePath_AB,Immunology,Phase_III,CA,E,311,227.6,2024-11-26
44617,BioAxis_Pty,Rare_Disease,Phase_I,JP,B,323,401.1,2024-10-25
44618,ClinPath_AG,Cardiology,Phase_II,DE,C,135,416.3,2024-10-26
44619,CurePath_AB,Cardiology,Phase_I,NL,B,446,216.9,2022-10-14
44620,BioAxis_Pty,Cardiology,Phase_II,ES,E,288,186.0,2023-12-16
44621,TrialBridge_SA,Rare_Disease,Phase_II,CA,B,61,428.78,2022-09-09
44622,CurePath_AB,Cardiology,Phase_II,FR,B,493,90.56,2024-01-18
44623,ClinPath_AG,Rare_Disease,Phase_I,NL,E,403,322.0,2023-06-16
44624,MedResearch_Inc,Rare_Disease,Phase_II,US,D,51,310.21,2024-10-20
44625,TriPharm_LLC,Neurology,Phase_I,CA,B,217,278.56,2023-02-14
44626,NovaTrial_Ltd,Rare_Disease,Phase_I,FR,B,304,115.41,2023-12-07
44627,CurePath_AB,Oncology,Phase_IV,CA,D,223,199.48,2023-12-24
44628,CurePath_AB,Cardiology,Phase_I,BR,C,30,202.6,2024-05-14
44629,MedResearch_Inc,Cardiology,Phase_II,ES,A,221,195.54,2022-02-27
44630,PharmaScope_BV,Cardiology,Phase_IV,US,A,141,380.48,2023-05-24
44631,TriPharm_LLC,Oncology,Phase_I,DE,A,468,61.45,2023-05-11
44632,MedResearch_Inc,Oncology,Phase_IV,AU,C,320,72.49,2022-09-07
44633,MedResearch_Inc,Cardiology,Phase_IV,FR,E,194,249.45,2024-05-31
44634,BioPharm_Corp,Cardiology,Phase_III,US,E,316,94.97,2024-07-01
44635,MedResearch_Inc,Rare_Disease,Phase_I,DE,C,216,416.86,2022-03-31
44636,NovaTrial_Ltd,Cardiology,Phase_II,AU,E,340,339.64,2024-01-21
44637,ClinPath_AG,Immunology,Phase_III,DE,D,173,192.4,2024-08-02
44638,TrialBridge_SA,Oncology,Phase_III,FR,E,185,375.73,2022-11-14
44639,BioAxis_Pty,Rare_Disease,Phase_II,DE,B,150,470.98,2023-11-24
44640,CurePath_AB,Rare_Disease,Phase_I,NL,A,145,139.08,2023-11-15
44641,MedResearch_Inc,Oncology,Phase_III,AU,E,420,95.18,2022-01-21
44642,TrialBridge_SA,Oncology,Phase_IV,DE,B,398,89.28,2024-06-13
44643,BioPharm_Corp,Rare_Disease,Phase_IV,ES,E,91,422.07,2024-04-02
44644,ClinPath_AG,Neurology,Phase_II,BR,E,282,60.07,2022-10-24
44645,MedResearch_Inc,Immunology,Phase_III,US,D,224,170.26,2022-12-11
44646,TriPharm_LLC,Neurology,Phase_III,DE,D,59,237.26,2024-04-21
44647,CurePath_AB,Oncology,Phase_III,NL,D,188,189.41,2024-05-28
44648,MedResearch_Inc,Neurology,Phase_II,DE,D,318,370.53,2022-03-21
44649,NovaTrial_Ltd,Immunology,Phase_III,AU,E,303,365.12,2023-01-29
44650,NovaTrial_Ltd,Oncology,Phase_I,US,E,354,258.08,2023-11-16
44651,TrialBridge_SA,Cardiology,Phase_III,IT,B,446,422.99,2022-05-20
44652,TriPharm_LLC,Immunology,Phase_III,BR,C,314,263.73,2024-12-30
44653,TrialBridge_SA,Neurology,Phase_II,FR,B,484,106.04,2022-08-18
44654,MedResearch_Inc,Cardiology,Phase_I,JP,B,262,336.17,2024-08-07
44655,CurePath_AB,Immunology,Phase_II,AU,A,381,247.78,2022-03-12
44656,PharmaScope_BV,Immunology,Phase_III,FR,C,472,228.42,2024-08-17
44657,ClinPath_AG,Immunology,Phase_IV,BR,D,374,441.15,2022-02-13
44658,CurePath_AB,Cardiology,Phase_IV,IT,C,408,383.28,2024-01-16
44659,TriPharm_LLC,Rare_Disease,Phase_III,CA,A,22,78.88,2023-01-30
44660,ClinPath_AG,Rare_Disease,Phase_II,ES,B,452,92.48,2023-05-21
44661,TriPharm_LLC,Immunology,Phase_III,JP,A,261,425.69,2022-04-30
44662,TrialBridge_SA,Cardiology,Phase_IV,AU,E,273,246.76,2024-01-13
44663,ClinPath_AG,Cardiology,Phase_II,CA,A,465,362.8,2023-11-14
44664,CurePath_AB,Rare_Disease,Phase_II,IT,A,80,65.42,2022-12-19
